Date,Year,County,Cumulative_cases,Cumulative_deaths,Daily_cases,Daily_deaths
9/23/2021,2021,Douglas,82245,781,128,5
9/24/2021,2021,Douglas,82377,781,132,0
9/25/2021,2021,Douglas,82377,781,0,0
9/26/2021,2021,Douglas,82377,781,0,0
9/27/2021,2021,Douglas,82722,785,345,4
9/28/2021,2021,Douglas,82999,786,277,1
9/29/2021,2021,Douglas,83089,788,90,2
9/30/2021,2021,Douglas,83356,793,267,5
10/1/2021,2021,Douglas,83487,795,131,2
10/2/2021,2021,Douglas,83487,795,0,0
10/3/2021,2021,Douglas,83487,795,0,0
10/4/2021,2021,Douglas,83834,796,347,1
10/5/2021,2021,Douglas,84041,797,207,1
10/6/2021,2021,Douglas,84226,798,185,1
10/7/2021,2021,Douglas,84345,801,119,3
10/8/2021,2021,Douglas,84526,801,181,0
10/9/2021,2021,Douglas,84526,801,0,0
10/10/2021,2021,Douglas,84526,801,0,0
10/11/2021,2021,Douglas,84526,801,0,0
10/12/2021,2021,Douglas,84988,804,462,3
10/13/2021,2021,Douglas,85220,813,232,9
10/14/2021,2021,Douglas,85401,816,181,3
10/15/2021,2021,Douglas,85544,818,143,2
10/16/2021,2021,Douglas,85544,818,0,0
10/17/2021,2021,Douglas,85544,818,0,0
10/18/2021,2021,Douglas,85749,821,205,3
10/19/2021,2021,Douglas,85906,821,157,0
10/20/2021,2021,Douglas,86036,824,130,3
10/21/2021,2021,Douglas,86262,825,226,1
10/22/2021,2021,Douglas,86373,825,111,0
10/23/2021,2021,Douglas,86373,825,0,0
10/24/2021,2021,Douglas,86373,825,0,0
10/25/2021,2021,Douglas,86624,825,251,0
10/26/2021,2021,Douglas,86808,825,184,0
10/27/2021,2021,Douglas,86973,827,165,2
10/28/2021,2021,Douglas,87157,825,184,0
10/29/2021,2021,Douglas,87304,828,147,1
10/30/2021,2021,Douglas,87304,828,0,0
10/31/2021,2021,Douglas,87304,828,0,0
11/1/2021,2021,Douglas,87609,828,305,0
11/2/2021,2021,Douglas,87609,828,0,0
11/3/2021,2021,Douglas,88018,831,409,3
11/4/2021,2021,Douglas,88171,834,153,3
11/5/2021,2021,Douglas,88426,838,255,4
11/6/2021,2021,Douglas,88426,838,0,0
11/7/2021,2021,Douglas,88426,838,0,0
11/8/2021,2021,Douglas,88734,838,308,0
11/9/2021,2021,Douglas,89089,838,355,0
11/10/2021,2021,Douglas,89281,840,192,2
11/11/2021,2021,Douglas,89536,840,255,0
11/12/2021,2021,Douglas,89779,844,243,4
11/13/2021,2021,Douglas,89779,844,0,0
11/14/2021,2021,Douglas,89779,844,0,0
11/15/2021,2021,Douglas,90217,846,438,2
11/16/2021,2021,Douglas,90416,846,199,0
11/17/2021,2021,Douglas,90626,846,210,0
11/18/2021,2021,Douglas,90921,849,295,3
11/19/2021,2021,Douglas,91168,849,247,0
11/20/2021,2021,Douglas,91168,849,0,0
11/21/2021,2021,Douglas,91182,852,14,3
11/22/2021,2021,Douglas,91614,853,432,1
11/23/2021,2021,Douglas,91907,853,293,0
11/24/2021,2021,Douglas,92172,853,265,0
11/25/2021,2021,Douglas,92172,853,0,0
11/26/2021,2021,Douglas,92172,853,0,0
11/27/2021,2021,Douglas,92172,853,0,0
11/28/2021,2021,Douglas,92172,853,0,0
11/29/2021,2021,Douglas,93000,855,828,2
11/30/2021,2021,Douglas,93516,857,516,2
12/1/2021,2021,Douglas,93889,859,373,2
12/2/2021,2021,Douglas,94264,859,375,0
12/3/2021,2021,Douglas,94608,859,344,0
12/4/2021,2021,Douglas,94608,859,0,0
12/5/2021,2021,Douglas,94608,859,0,0
12/6/2021,2021,Douglas,95253,868,645,9
12/7/2021,2021,Douglas,95710,868,457,0
12/8/2021,2021,Douglas,96055,869,345,1
12/9/2021,2021,Douglas,96405,875,350,6
12/10/2021,2021,Douglas,96705,877,300,2
12/11/2021,2021,Douglas,96705,877,0,0
12/12/2021,2021,Douglas,96705,877,0,0
12/13/2021,2021,Douglas,97202,879,497,2
12/14/2021,2021,Douglas,97635,884,433,5
12/15/2021,2021,Douglas,97956,886,321,2
12/16/2021,2021,Douglas,98259,887,303,1
12/17/2021,2021,Douglas,98511,889,252,2
12/18/2021,2021,Douglas,98511,889,0,0
12/19/2021,2021,Douglas,98511,889,0,0
12/20/2021,2021,Douglas,99003,889,492,0
12/21/2021,2021,Douglas,99367,889,364,0
12/22/2021,2021,Douglas,99838,889,471,0
12/23/2021,2021,Douglas,100054,900,216,11
12/24/2021,2021,Douglas,100054,900,0,0
12/25/2021,2021,Douglas,100054,900,0,0
12/26/2021,2021,Douglas,100054,900,0,0
12/27/2021,2021,Douglas,100863,903,809,3
12/28/2021,2021,Douglas,101355,903,492,0
12/29/2021,2021,Douglas,102077,906,722,3
12/30/2021,2021,Douglas,103142,915,1065,9
12/31/2021,2021,Douglas,103142,915,0,0
1/1/2022,2022,Douglas,103142,915,0,0
1/2/2022,2022,Douglas,103142,915,0,0
1/3/2022,2022,Douglas,105940,915,2798,0
1/4/2022,2022,Douglas,106957,922,1017,7
1/5/2022,2022,Douglas,107918,932,961,10
1/6/2022,2022,Douglas,109464,936,1546,4
1/7/2022,2022,Douglas,110577,941,1113,5
1/8/2022,2022,Douglas,110577,941,0,0
1/9/2022,2022,Douglas,110577,941,0,0
1/10/2022,2022,Douglas,113842,945,3265,4
1/11/2022,2022,Douglas,115420,952,1578,7
1/12/2022,2022,Douglas,116650,954,1230,2
1/13/2022,2022,Douglas,118454,956,1804,2
1/14/2022,2022,Douglas,121017,958,2563,2
1/15/2022,2022,Douglas,121017,958,0,0
1/16/2022,2022,Douglas,121017,958,0,0
1/17/2022,2022,Douglas,123513,958,2496,0
1/18/2022,2022,Douglas,125234,964,1721,6
1/19/2022,2022,Douglas,126847,967,1613,3
1/20/2022,2022,Douglas,128149,972,1302,5
1/21/2022,2022,Douglas,129898,975,1749,3
1/22/2022,2022,Douglas,129898,975,0,0
1/23/2022,2022,Douglas,129898,975,0,0
1/24/2022,2022,Douglas,132413,976,2515,1
1/25/2022,2022,Douglas,133658,983,1245,7
1/26/2022,2022,Douglas,134409,983,751,0
1/27/2022,2022,Douglas,135585,983,1176,0
1/28/2022,2022,Douglas,136202,983,617,0
1/29/2022,2022,Douglas,136202,983,0,0
1/30/2022,2022,Douglas,136202,983,0,0
1/31/2022,2022,Douglas,137628,991,1426,8
2/1/2022,2022,Douglas,137628,999,0,8
2/2/2022,2022,Douglas,138573,1008,945,9
2/3/2022,2022,Douglas,138979,1009,406,1
2/4/2022,2022,Douglas,139298,1021,319,12
2/5/2022,2022,Douglas,139298,1021,0,0
2/6/2022,2022,Douglas,139298,1021,0,0
2/7/2022,2022,Douglas,139784,1024,486,3
2/8/2022,2022,Douglas,140193,1027,409,3
2/9/2022,2022,Douglas,140422,1032,229,5
2/10/2022,2022,Douglas,140623,1032,201,0
2/11/2022,2022,Douglas,140803,1034,180,2
2/12/2022,2022,Douglas,140803,1034,0,0
2/13/2022,2022,Douglas,140803,1034,0,0
2/14/2022,2022,Douglas,140877,1038,74,4
2/15/2022,2022,Douglas,141113,1042,236,4
2/16/2022,2022,Douglas,141150,1044,37,2
2/17/2022,2022,Douglas,141210,1050,60,6
2/18/2022,2022,Douglas,141342,1055,132,5
2/19/2022,2022,Douglas,141342,1055,0,0
2/20/2022,2022,Douglas,141342,1055,0,0
2/21/2022,2022,Douglas,141407,1055,65,0
2/22/2022,2022,Douglas,141495,1057,88,2
2/23/2022,2022,Douglas,141574,1060,79,3
2/24/2022,2022,Douglas,141529,1062,0,2
2/25/2022,2022,Douglas,141526,1068,0,6
2/26/2022,2022,Douglas,141526,1068,0,0
2/27/2022,2022,Douglas,141526,1068,0,0
2/28/2022,2022,Douglas,148195,1072,6621,4
3/1/2022,2022,Douglas,148248,1080,53,8
3/2/2022,2022,Douglas,148305,1081,57,1
3/3/2022,2022,Douglas,148351,1082,46,1
3/4/2022,2022,Douglas,148387,1082,36,0
3/5/2022,2022,Douglas,148387,1082,0,0
3/6/2022,2022,Douglas,148387,1082,0,0
3/7/2022,2022,Douglas,148513,1084,126,2
3/8/2022,2022,Douglas,148591,1086,78,2
3/9/2022,2022,Douglas,148640,1086,49,0
3/10/2022,2022,Douglas,148767,1087,127,1
3/11/2022,2022,Douglas,148815,1091,48,4
3/12/2022,2022,Douglas,148815,1091,0,0
3/13/2022,2022,Douglas,148815,1091,0,0
3/14/2022,2022,Douglas,150199,1093,1384,2
3/15/2022,2022,Douglas,150199,1096,0,3
3/16/2022,2022,Douglas,150199,1097,0,1
3/17/2022,2022,Douglas,150230,1097,31,0
3/18/2022,2022,Douglas,150230,1097,0,0
3/19/2022,2022,Douglas,150230,1097,0,0
3/20/2022,2022,Douglas,150230,1097,0,0
3/21/2022,2022,Douglas,150167,1098,0,1
3/22/2022,2022,Douglas,150084,1099,0,1
3/23/2022,2022,Douglas,150008,1100,0,1
3/24/2022,2022,Douglas,149940,1102,0,2
3/25/2022,2022,Douglas,149861,1102,0,0
3/26/2022,2022,Douglas,149861,1102,0,0
3/27/2022,2022,Douglas,149861,1102,0,0
3/28/2022,2022,Douglas,149995,1102,0,0
3/29/2022,2022,Douglas,149960,1102,0,0
3/30/2022,2022,Douglas,149890,1104,0,2
3/31/2022,2022,Douglas,149830,1104,0,0
4/1/2022,2022,Douglas,149771,1106,0,2
4/2/2022,2022,Douglas,149771,1106,0,0
4/3/2022,2022,Douglas,149771,1106,0,0
4/4/2022,2022,Douglas,149798,1106,0,0
4/5/2022,2022,Douglas,149793,1106,0,0
4/6/2022,2022,Douglas,149790,1106,0,0
4/7/2022,2022,Douglas,149805,1107,0,1
4/8/2022,2022,Douglas,149805,1107,0,0
4/9/2022,2022,Douglas,149805,1107,0,0
4/10/2022,2022,Douglas,149805,1107,0,0
4/11/2022,2022,Douglas,149866,1107,0,0
4/12/2022,2022,Douglas,149900,1107,0,0
4/13/2022,2022,Douglas,149918,1107,0,0
4/14/2022,2022,Douglas,149953,1107,0,0
4/15/2022,2022,Douglas,149972,1109,0,2
4/16/2022,2022,Douglas,149972,1109,0,0
4/17/2022,2022,Douglas,149972,1109,0,0
4/18/2022,2022,Douglas,150025,1109,0,0
4/19/2022,2022,Douglas,150065,1109,0,0
4/20/2022,2022,Douglas,150096,1110,0,1
4/21/2022,2022,Douglas,150070,1110,0,0
4/22/2022,2022,Douglas,150996,1110,766,0
4/23/2022,2022,Douglas,150996,1110,0,0
4/24/2022,2022,Douglas,150996,1110,0,0
4/25/2022,2022,Douglas,151119,1110,123,0
4/26/2022,2022,Douglas,151226,1110,107,0
4/27/2022,2022,Douglas,151240,1110,14,0
4/28/2022,2022,Douglas,151331,1110,91,0
4/29/2022,2022,Douglas,151370,1112,39,2
4/30/2022,2022,Douglas,151370,1112,0,0
5/1/2022,2022,Douglas,151370,1112,0,0
5/2/2022,2022,Douglas,151493,1112,123,0
5/3/2022,2022,Douglas,151622,1112,129,0
5/4/2022,2022,Douglas,151683,1112,61,0
5/5/2022,2022,Douglas,151683,1112,0,0
5/6/2022,2022,Douglas,151683,1112,0,0
5/7/2022,2022,Douglas,151683,1112,0,0
5/8/2022,2022,Douglas,151683,1112,0,0
5/9/2022,2022,Douglas,151824,1113,141,1
5/10/2022,2022,Douglas,151824,1113,0,0
5/11/2022,2022,Douglas,151199,1114,0,1
5/12/2022,2022,Douglas,151312,1119,0,5
5/13/2022,2022,Douglas,151440,1119,0,0
5/14/2022,2022,Douglas,151440,1119,0,0
5/15/2022,2022,Douglas,151440,1119,0,0
5/16/2022,2022,Douglas,151633,1120,0,1
5/17/2022,2022,Douglas,151710,1120,0,0
5/18/2022,2022,Douglas,151866,1120,42,0
5/19/2022,2022,Douglas,151996,1120,130,0
5/20/2022,2022,Douglas,152119,1120,123,0
5/21/2022,2022,Douglas,152119,1120,0,0
5/22/2022,2022,Douglas,152119,1120,0,0
5/23/2022,2022,Douglas,152370,1120,251,0
5/24/2022,2022,Douglas,152486,1120,116,0
5/25/2022,2022,Douglas,152606,1121,120,1
5/26/2022,2022,Douglas,152606,1121,0,0
5/27/2022,2022,Douglas,152894,1123,288,2
5/28/2022,2022,Douglas,152894,1123,0,0
5/29/2022,2022,Douglas,152894,1123,0,0
5/30/2022,2022,Douglas,152894,1123,0,0
5/31/2022,2022,Douglas,152894,1123,0,0
6/1/2022,2022,Douglas,153368,1124,474,1
6/2/2022,2022,Douglas,153501,1127,133,3
6/3/2022,2022,Douglas,153614,1127,113,0
6/4/2022,2022,Douglas,153614,1127,0,0
6/5/2022,2022,Douglas,153614,1127,0,0
6/6/2022,2022,Douglas,153931,1127,317,0
6/7/2022,2022,Douglas,154123,1130,192,3
6/8/2022,2022,Douglas,154123,1130,0,0
6/9/2022,2022,Douglas,154444,1131,321,1
6/10/2022,2022,Douglas,154562,1133,118,2
6/11/2022,2022,Douglas,154562,1133,0,0
6/12/2022,2022,Douglas,154562,1133,0,0
6/13/2022,2022,Douglas,154820,1133,258,0
6/14/2022,2022,Douglas,155021,1133,201,0
6/15/2022,2022,Douglas,155161,1133,140,0
6/16/2022,2022,Douglas,155331,1134,170,1
6/17/2022,2022,Douglas,155331,1134,0,0
6/18/2022,2022,Douglas,155331,1134,0,0
6/19/2022,2022,Douglas,155331,1134,0,0
6/20/2022,2022,Douglas,155331,1134,0,0
6/21/2022,2022,Douglas,155979,1134,648,0
6/22/2022,2022,Douglas,156134,1134,155,0
6/23/2022,2022,Douglas,156327,1134,193,0
6/24/2022,2022,Douglas,156553,1134,226,0
6/25/2022,2022,Douglas,156553,1134,0,0
6/26/2022,2022,Douglas,156553,1134,0,0
6/27/2022,2022,Douglas,156905,1134,352,0
6/28/2022,2022,Douglas,156905,1134,0,0
6/29/2022,2022,Douglas,157333,1134,428,0
6/30/2022,2022,Douglas,157584,1134,251,0
7/1/2022,2022,Douglas,157774,1134,190,0
7/2/2022,2022,Douglas,157774,1134,0,0
7/3/2022,2022,Douglas,157774,1134,0,0
7/4/2022,2022,Douglas,157774,1134,0,0
7/5/2022,2022,Douglas,158409,1134,635,0
7/6/2022,2022,Douglas,158515,1134,106,0
7/7/2022,2022,Douglas,158723,1136,208,2
7/8/2022,2022,Douglas,158956,1136,233,0
7/9/2022,2022,Douglas,158956,1136,0,0
7/10/2022,2022,Douglas,158956,1136,0,0
7/11/2022,2022,Douglas,159525,1138,569,2
7/12/2022,2022,Douglas,159525,1138,0,0
7/13/2022,2022,Douglas,159911,1138,386,0
7/14/2022,2022,Douglas,160111,1140,200,2
7/15/2022,2022,Douglas,160346,1140,235,0
7/16/2022,2022,Douglas,160346,1140,0,0
7/17/2022,2022,Douglas,160346,1140,0,0
7/18/2022,2022,Douglas,160853,1140,507,0
7/19/2022,2022,Douglas,161062,1140,209,0
7/20/2022,2022,Douglas,161282,1140,220,0
7/21/2022,2022,Douglas,161482,1140,200,0
7/22/2022,2022,Douglas,161693,1140,211,0
7/23/2022,2022,Douglas,161693,1140,0,0
7/24/2022,2022,Douglas,161693,1140,0,0
7/25/2022,2022,Douglas,162250,1140,557,0
7/26/2022,2022,Douglas,162415,1141,165,1
7/27/2022,2022,Douglas,162612,1141,197,0
7/28/2022,2022,Douglas,162612,1141,0,0
7/29/2022,2022,Douglas,163046,1142,434,1
7/30/2022,2022,Douglas,163046,1142,0,0
7/31/2022,2022,Douglas,163046,1142,0,0
8/1/2022,2022,Douglas,163471,1142,425,0
8/2/2022,2022,Douglas,163683,1142,212,0
8/3/2022,2022,Douglas,163842,1145,159,3
8/4/2022,2022,Douglas,164058,1145,216,0
8/5/2022,2022,Douglas,164315,1145,257,0
8/6/2022,2022,Douglas,164315,1145,0,0
8/7/2022,2022,Douglas,164315,1145,0,0
8/8/2022,2022,Douglas,164693,1145,378,0
8/9/2022,2022,Douglas,164836,1147,143,2
8/10/2022,2022,Douglas,164982,1148,146,1
8/11/2022,2022,Douglas,165011,1149,29,1
8/12/2022,2022,Douglas,165258,1149,247,0
8/13/2022,2022,Douglas,165258,1149,0,0
8/14/2022,2022,Douglas,165258,1149,0,0
8/15/2022,2022,Douglas,165570,1149,312,0
8/16/2022,2022,Douglas,165715,1152,145,3
8/17/2022,2022,Douglas,165810,1153,95,1
8/18/2022,2022,Douglas,165910,1154,100,1
8/19/2022,2022,Douglas,166025,1161,115,7
8/20/2022,2022,Douglas,166025,1161,0,0
8/21/2022,2022,Douglas,166025,1161,0,0
8/22/2022,2022,Douglas,166326,1161,301,0
8/23/2022,2022,Douglas,166483,1163,157,2
8/24/2022,2022,Douglas,166581,1166,98,3
8/25/2022,2022,Douglas,166709,1166,128,0
8/26/2022,2022,Douglas,166851,1166,142,0
8/27/2022,2022,Douglas,166851,1166,0,0
8/28/2022,2022,Douglas,166851,1166,0,0
8/29/2022,2022,Douglas,167180,1166,329,0
8/30/2022,2022,Douglas,167327,1166,147,0
8/31/2022,2022,Douglas,167483,1171,156,5
9/1/2022,2022,Douglas,167580,1171,97,0
9/2/2022,2022,Douglas,167580,1171,0,0
9/3/2022,2022,Douglas,167580,1171,0,0
9/4/2022,2022,Douglas,167580,1171,0,0
9/5/2022,2022,Douglas,167580,1171,0,0
9/6/2022,2022,Douglas,168109,1171,529,0
9/7/2022,2022,Douglas,168216,1171,107,0
9/8/2022,2022,Douglas,168370,1174,154,3
9/9/2022,2022,Douglas,168464,1174,94,0
9/10/2022,2022,Douglas,168464,1174,0,0
9/11/2022,2022,Douglas,168464,1174,0,0
9/12/2022,2022,Douglas,168647,1174,183,0
9/13/2022,2022,Douglas,168647,1174,0,0
9/14/2022,2022,Douglas,168837,1180,190,6
9/15/2022,2022,Douglas,168909,1181,72,1
9/16/2022,2022,Douglas,168964,1183,55,2
9/17/2022,2022,Douglas,168964,1183,0,0
9/18/2022,2022,Douglas,168964,1183,0,0
9/19/2022,2022,Douglas,169115,1183,151,0
9/20/2022,2022,Douglas,169188,1183,73,0
9/21/2022,2022,Douglas,169188,1184,0,1
9/22/2022,2022,Douglas,169328,1184,140,0
9/23/2022,2022,Douglas,169359,1184,31,0
9/24/2022,2022,Douglas,169359,1184,0,0
9/25/2022,2022,Douglas,169359,1184,0,0
9/26/2022,2022,Douglas,169522,1184,163,0
9/27/2022,2022,Douglas,169559,1186,37,2
9/28/2022,2022,Douglas,169631,1189,72,3
9/29/2022,2022,Douglas,169663,1189,32,0
9/30/2022,2022,Douglas,169724,1190,61,1
10/1/2022,2022,Douglas,169724,1190,0,0
10/2/2022,2022,Douglas,169724,1190,0,0
10/3/2022,2022,Douglas,169823,1190,99,0
10/4/2022,2022,Douglas,169876,1198,53,8
10/5/2022,2022,Douglas,169876,1198,0,0
10/6/2022,2022,Douglas,169962,1198,86,0
10/7/2022,2022,Douglas,170006,1198,44,0
10/8/2022,2022,Douglas,170006,1198,0,0
10/9/2022,2022,Douglas,170006,1198,0,0
10/10/2022,2022,Douglas,170006,1198,0,0
10/11/2022,2022,Douglas,170141,1198,135,0
10/12/2022,2022,Douglas,170228,1198,87,0
10/13/2022,2022,Douglas,170228,1198,0,0
10/14/2022,2022,Douglas,170367,1203,139,5
10/15/2022,2022,Douglas,170367,1203,0,0
10/16/2022,2022,Douglas,170367,1203,0,0
10/17/2022,2022,Douglas,170484,1203,117,0
10/18/2022,2022,Douglas,170523,1203,39,0
10/19/2022,2022,Douglas,170563,1203,40,0
10/20/2022,2022,Douglas,170626,1203,63,0
10/21/2022,2022,Douglas,170696,1208,70,5
10/22/2022,2022,Douglas,170696,1208,0,0
10/23/2022,2022,Douglas,170696,1208,0,0
10/24/2022,2022,Douglas,170812,1208,116,0
10/25/2022,2022,Douglas,170875,1208,63,0
10/26/2022,2022,Douglas,170946,1208,71,0
10/27/2022,2022,Douglas,171006,1208,60,0
10/28/2022,2022,Douglas,171062,1208,56,0
10/29/2022,2022,Douglas,171062,1208,0,0
10/30/2022,2022,Douglas,171062,1208,0,0
10/31/2022,2022,Douglas,171189,1208,127,0
11/1/2022,2022,Douglas,171251,1208,62,0
11/2/2022,2022,Douglas,171291,1208,40,0
11/3/2022,2022,Douglas,171291,1208,0,0
3/17/2020,2020,Sarpy,1,0,1,0
3/18/2020,2020,Sarpy,1,0,0,0
3/19/2020,2020,Sarpy,2,0,1,0
3/20/2020,2020,Sarpy,3,0,1,0
3/21/2020,2020,Sarpy,3,0,0,0
3/22/2020,2020,Sarpy,3,0,0,0
3/23/2020,2020,Sarpy,6,0,3,0
3/24/2020,2020,Sarpy,6,0,0,0
3/25/2020,2020,Sarpy,6,0,0,0
3/26/2020,2020,Sarpy,7,0,1,0
3/27/2020,2020,Sarpy,11,0,4,0
3/28/2020,2020,Sarpy,11,0,0,0
3/29/2020,2020,Sarpy,11,0,0,0
3/30/2020,2020,Sarpy,13,0,2,0
3/31/2020,2020,Sarpy,16,0,3,0
4/1/2020,2020,Sarpy,17,0,1,0
4/2/2020,2020,Sarpy,23,0,6,0
4/3/2020,2020,Sarpy,26,0,3,0
4/4/2020,2020,Sarpy,28,0,2,0
4/5/2020,2020,Sarpy,28,0,0,0
4/6/2020,2020,Sarpy,33,0,5,0
4/7/2020,2020,Sarpy,36,0,3,0
4/8/2020,2020,Sarpy,37,0,1,0
4/9/2020,2020,Sarpy,38,0,1,0
4/10/2020,2020,Sarpy,39,0,1,0
4/11/2020,2020,Sarpy,41,0,2,0
4/12/2020,2020,Sarpy,41,0,0,0
4/13/2020,2020,Sarpy,45,0,4,0
4/14/2020,2020,Sarpy,46,0,1,0
4/15/2020,2020,Sarpy,46,0,0,0
4/16/2020,2020,Sarpy,47,0,1,0
4/17/2020,2020,Sarpy,48,0,1,0
4/18/2020,2020,Sarpy,52,0,4,0
4/19/2020,2020,Sarpy,53,0,1,0
4/20/2020,2020,Sarpy,55,0,2,0
4/21/2020,2020,Sarpy,55,0,0,0
4/22/2020,2020,Sarpy,57,0,2,0
4/23/2020,2020,Sarpy,64,0,7,0
4/24/2020,2020,Sarpy,73,0,9,0
4/25/2020,2020,Sarpy,77,0,4,0
4/26/2020,2020,Sarpy,87,0,10,0
4/27/2020,2020,Sarpy,95,0,8,0
4/28/2020,2020,Sarpy,97,0,2,0
4/29/2020,2020,Sarpy,113,0,16,0
4/30/2020,2020,Sarpy,123,1,10,1
5/1/2020,2020,Sarpy,133,1,10,0
5/2/2020,2020,Sarpy,137,1,4,0
5/3/2020,2020,Sarpy,142,1,5,0
5/4/2020,2020,Sarpy,158,1,16,0
5/5/2020,2020,Sarpy,168,1,10,0
5/6/2020,2020,Sarpy,180,1,12,0
5/7/2020,2020,Sarpy,198,1,18,0
5/8/2020,2020,Sarpy,218,1,20,0
5/9/2020,2020,Sarpy,234,1,16,0
5/10/2020,2020,Sarpy,236,1,2,0
5/11/2020,2020,Sarpy,248,1,12,0
5/12/2020,2020,Sarpy,257,1,9,0
5/13/2020,2020,Sarpy,272,1,15,0
5/14/2020,2020,Sarpy,291,1,19,0
5/15/2020,2020,Sarpy,309,1,18,0
5/16/2020,2020,Sarpy,331,2,22,1
5/17/2020,2020,Sarpy,342,2,11,0
5/18/2020,2020,Sarpy,349,2,7,0
5/19/2020,2020,Sarpy,366,2,17,0
5/20/2020,2020,Sarpy,382,2,16,0
5/21/2020,2020,Sarpy,404,2,22,0
5/22/2020,2020,Sarpy,419,2,15,0
5/23/2020,2020,Sarpy,434,2,15,0
5/24/2020,2020,Sarpy,448,3,14,1
5/25/2020,2020,Sarpy,463,3,15,0
5/26/2020,2020,Sarpy,476,3,13,0
5/27/2020,2020,Sarpy,503,3,27,0
5/28/2020,2020,Sarpy,531,3,28,0
5/29/2020,2020,Sarpy,578,3,47,0
5/30/2020,2020,Sarpy,596,3,18,0
5/31/2020,2020,Sarpy,620,4,24,1
6/1/2020,2020,Sarpy,650,4,30,0
6/2/2020,2020,Sarpy,680,4,30,0
6/3/2020,2020,Sarpy,703,4,23,0
6/4/2020,2020,Sarpy,736,4,33,0
6/5/2020,2020,Sarpy,753,4,17,0
6/6/2020,2020,Sarpy,765,4,12,0
6/7/2020,2020,Sarpy,773,4,8,0
6/8/2020,2020,Sarpy,787,4,14,0
6/9/2020,2020,Sarpy,796,4,9,0
6/10/2020,2020,Sarpy,809,5,13,1
6/11/2020,2020,Sarpy,842,5,33,0
6/12/2020,2020,Sarpy,868,5,26,0
6/13/2020,2020,Sarpy,882,5,14,0
6/14/2020,2020,Sarpy,898,5,16,0
6/15/2020,2020,Sarpy,907,7,9,2
6/16/2020,2020,Sarpy,920,7,13,0
6/17/2020,2020,Sarpy,948,8,28,1
6/18/2020,2020,Sarpy,967,8,19,0
6/19/2020,2020,Sarpy,982,8,15,0
6/20/2020,2020,Sarpy,998,8,16,0
6/21/2020,2020,Sarpy,1018,8,20,0
6/22/2020,2020,Sarpy,1038,8,20,0
6/23/2020,2020,Sarpy,1049,8,11,0
6/24/2020,2020,Sarpy,1060,8,11,0
6/25/2020,2020,Sarpy,1068,8,8,0
6/26/2020,2020,Sarpy,1089,8,21,0
6/27/2020,2020,Sarpy,1111,8,22,0
6/28/2020,2020,Sarpy,1123,8,12,0
6/29/2020,2020,Sarpy,1145,8,22,0
6/30/2020,2020,Sarpy,1167,8,22,0
7/1/2020,2020,Sarpy,1178,8,11,0
7/2/2020,2020,Sarpy,1192,8,14,0
7/3/2020,2020,Sarpy,1212,8,20,0
7/4/2020,2020,Sarpy,1230,8,18,0
7/5/2020,2020,Sarpy,1237,8,7,0
7/6/2020,2020,Sarpy,1242,8,5,0
7/7/2020,2020,Sarpy,1259,8,17,0
7/8/2020,2020,Sarpy,1272,8,13,0
7/9/2020,2020,Sarpy,1299,8,27,0
7/10/2020,2020,Sarpy,1311,8,12,0
7/11/2020,2020,Sarpy,1335,8,24,0
7/12/2020,2020,Sarpy,1348,8,13,0
7/13/2020,2020,Sarpy,1373,8,25,0
7/14/2020,2020,Sarpy,1405,8,32,0
7/15/2020,2020,Sarpy,1443,8,38,0
7/16/2020,2020,Sarpy,1468,8,25,0
7/17/2020,2020,Sarpy,1489,8,21,0
7/18/2020,2020,Sarpy,1495,8,6,0
7/19/2020,2020,Sarpy,1502,8,7,0
7/20/2020,2020,Sarpy,1527,8,25,0
7/21/2020,2020,Sarpy,1569,8,42,0
7/22/2020,2020,Sarpy,1612,8,43,0
7/23/2020,2020,Sarpy,1649,8,37,0
7/24/2020,2020,Sarpy,1691,8,42,0
7/25/2020,2020,Sarpy,1717,8,26,0
7/26/2020,2020,Sarpy,1745,8,28,0
7/27/2020,2020,Sarpy,1784,8,39,0
7/28/2020,2020,Sarpy,1831,9,47,1
7/29/2020,2020,Sarpy,1880,9,49,0
7/30/2020,2020,Sarpy,1918,9,38,0
7/31/2020,2020,Sarpy,1978,9,60,0
8/1/2020,2020,Sarpy,2008,9,30,0
8/2/2020,2020,Sarpy,2028,9,20,0
8/3/2020,2020,Sarpy,2064,6,36,0
8/4/2020,2020,Sarpy,2101,9,37,0
8/5/2020,2020,Sarpy,2139,9,38,0
8/6/2020,2020,Sarpy,2179,9,40,0
8/7/2020,2020,Sarpy,2220,11,41,2
8/8/2020,2020,Sarpy,2238,11,18,0
8/9/2020,2020,Sarpy,2258,11,20,0
8/10/2020,2020,Sarpy,2290,11,32,0
8/11/2020,2020,Sarpy,2323,11,33,0
8/12/2020,2020,Sarpy,2349,11,26,0
8/13/2020,2020,Sarpy,2409,11,60,0
8/14/2020,2020,Sarpy,2441,11,32,0
8/15/2020,2020,Sarpy,2471,11,30,0
8/16/2020,2020,Sarpy,2488,11,17,0
8/17/2020,2020,Sarpy,2506,11,18,0
8/18/2020,2020,Sarpy,2456,11,0,0
8/19/2020,2020,Sarpy,2583,13,77,2
8/20/2020,2020,Sarpy,2615,15,32,2
8/21/2020,2020,Sarpy,2639,15,24,0
8/22/2020,2020,Sarpy,2658,15,19,0
